"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","NZL","New Zealand","NBR","Number","0","Units",,,37,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","NOR","Norway","NBR","Number","0","Units",,,234,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","NOR","Norway","NBR","Number","0","Units",,,234,,
"ENDANGERED","Number of endangered species","BIRD","Birds","NOR","Norway","NBR","Number","0","Units",,,18,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","NOR","Norway","NBR","Number","0","Units",,,11,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","NOR","Norway","NBR","Number","0","Units",,,33,,
"THREATENED","Total number of threatened species","BIRD","Birds","NOR","Norway","NBR","Number","0","Units",,,62,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","NOR","Norway","NBR","Number","0","Units",,,18,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","NOR","Norway","NBR","Number","0","Units",,,11,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","NOR","Norway","NBR","Number","0","Units",,,33,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","POL","Poland","NBR","Number","0","Units",,,456,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","POL","Poland","NBR","Number","0","Units",,,449,,
"ENDANGERED","Number of endangered species","BIRD","Birds","POL","Poland","NBR","Number","0","Units",,,8,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","POL","Poland","NBR","Number","0","Units",,,16,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","POL","Poland","NBR","Number","0","Units",,,10,,
"THREATENED","Total number of threatened species","BIRD","Birds","POL","Poland","NBR","Number","0","Units",,,34,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","POL","Poland","NBR","Number","0","Units",,,8,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","POL","Poland","NBR","Number","0","Units",,,16,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","POL","Poland","NBR","Number","0","Units",,,10,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","PRT","Portugal","NBR","Number","0","Units",,,393,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","PRT","Portugal","NBR","Number","0","Units",,,362,,
"ENDANGERED","Number of endangered species","BIRD","Birds","PRT","Portugal","NBR","Number","0","Units",,,30,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","PRT","Portugal","NBR","Number","0","Units",,,20,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","PRT","Portugal","NBR","Number","0","Units",,,61,,
"THREATENED","Total number of threatened species","BIRD","Birds","PRT","Portugal","NBR","Number","0","Units",,,111,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","PRT","Portugal","NBR","Number","0","Units",,,30,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","PRT","Portugal","NBR","Number","0","Units",,,20,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","PRT","Portugal","NBR","Number","0","Units",,,61,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","SVK","Slovak Republic","NBR","Number","0","Units",,,211,,
"ENDANGERED","Number of endangered species","BIRD","Birds","SVK","Slovak Republic","NBR","Number","0","Units",,,24,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","SVK","Slovak Republic","NBR","Number","0","Units",,,10,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","SVK","Slovak Republic","NBR","Number","0","Units",,,17,,
"THREATENED","Total number of threatened species","BIRD","Birds","SVK","Slovak Republic","NBR","Number","0","Units",,,51,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","SVK","Slovak Republic","NBR","Number","0","Units",,,24,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","SVK","Slovak Republic","NBR","Number","0","Units",,,10,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","SVK","Slovak Republic","NBR","Number","0","Units",,,17,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","ESP","Spain","NBR","Number","0","Units",,,640,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","ESP","Spain","NBR","Number","0","Units",,,597,,
"ENDANGERED","Number of endangered species","BIRD","Birds","ESP","Spain","NBR","Number","0","Units",,,22,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","ESP","Spain","NBR","Number","0","Units",,,10,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","ESP","Spain","NBR","Number","0","Units",,,36,,
"THREATENED","Total number of threatened species","BIRD","Birds","ESP","Spain","NBR","Number","0","Units",,,68,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","ESP","Spain","NBR","Number","0","Units",,,22,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","ESP","Spain","NBR","Number","0","Units",,,10,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","ESP","Spain","NBR","Number","0","Units",,,36,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","SWE","Sweden","NBR","Number","0","Units",,,253,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","SWE","Sweden","NBR","Number","0","Units",,,253,,
"ENDANGERED","Number of endangered species","BIRD","Birds","SWE","Sweden","NBR","Number","0","Units",,,20,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","SWE","Sweden","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","SWE","Sweden","NBR","Number","0","Units",,,28,,
"THREATENED","Total number of threatened species","BIRD","Birds","SWE","Sweden","NBR","Number","0","Units",,,54,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","SWE","Sweden","NBR","Number","0","Units",,,20,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","SWE","Sweden","NBR","Number","0","Units",,,6,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","SWE","Sweden","NBR","Number","0","Units",,,28,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","CHE","Switzerland","NBR","Number","0","Units",,,205,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","CHE","Switzerland","NBR","Number","0","Units",,,205,,
"ENDANGERED","Number of endangered species","BIRD","Birds","CHE","Switzerland","NBR","Number","0","Units",,,25,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","CHE","Switzerland","NBR","Number","0","Units",,,9,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","CHE","Switzerland","NBR","Number","0","Units",,,42,,
"THREATENED","Total number of threatened species","BIRD","Birds","CHE","Switzerland","NBR","Number","0","Units",,,76,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","CHE","Switzerland","NBR","Number","0","Units",,,25,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","CHE","Switzerland","NBR","Number","0","Units",,,9,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","CHE","Switzerland","NBR","Number","0","Units",,,42,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","TUR","Türkiye","NBR","Number","0","Units",,,500,,
"ENDANGERED","Number of endangered species","BIRD","Birds","TUR","Türkiye","NBR","Number","0","Units",,,12,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","TUR","Türkiye","NBR","Number","0","Units",,,7,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","TUR","Türkiye","NBR","Number","0","Units",,,36,,
"THREATENED","Total number of threatened species","BIRD","Birds","TUR","Türkiye","NBR","Number","0","Units",,,55,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","GBR","United Kingdom","NBR","Number","0","Units",,,590,,
"ENDANGERED","Number of endangered species","BIRD","Birds","GBR","United Kingdom","NBR","Number","0","Units",,,36,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","GBR","United Kingdom","NBR","Number","0","Units",,,18,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","GBR","United Kingdom","NBR","Number","0","Units",,,47,,
"THREATENED","Total number of threatened species","BIRD","Birds","GBR","United Kingdom","NBR","Number","0","Units",,,101,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","GBR","United Kingdom","NBR","Number","0","Units",,,36,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","GBR","United Kingdom","NBR","Number","0","Units",,,18,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","GBR","United Kingdom","NBR","Number","0","Units",,,47,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","CHL","Chile","NBR","Number","0","Units",,,510,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","CHL","Chile","NBR","Number","0","Units",,,498,,
"ENDANGERED","Number of endangered species","BIRD","Birds","CHL","Chile","NBR","Number","0","Units",,,25,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","CHL","Chile","NBR","Number","0","Units",,,19,,
"THREATENED","Total number of threatened species","BIRD","Birds","CHL","Chile","NBR","Number","0","Units",,,46,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","CHL","Chile","NBR","Number","0","Units",,,25,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","CHL","Chile","NBR","Number","0","Units",,,19,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","EST","Estonia","NBR","Number","0","Units",,,234,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","EST","Estonia","NBR","Number","0","Units",,,217,,
"ENDANGERED","Number of endangered species","BIRD","Birds","EST","Estonia","NBR","Number","0","Units",,,31,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","EST","Estonia","NBR","Number","0","Units",,,23,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","EST","Estonia","NBR","Number","0","Units",,,41,,
"THREATENED","Total number of threatened species","BIRD","Birds","EST","Estonia","NBR","Number","0","Units",,,95,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","EST","Estonia","NBR","Number","0","Units",,,31,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","EST","Estonia","NBR","Number","0","Units",,,23,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","EST","Estonia","NBR","Number","0","Units",,,41,,
"THREATENED","Total number of threatened species","BIRD","Birds","RUS","Russia","NBR","Number","0","Units",,,57,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","SVN","Slovenia","NBR","Number","0","Units",,,380,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","SVN","Slovenia","NBR","Number","0","Units",,,365,,
"ENDANGERED","Number of endangered species","BIRD","Birds","SVN","Slovenia","NBR","Number","0","Units",,,43,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","SVN","Slovenia","NBR","Number","0","Units",,,17,,
"VULNERABLE","Number of vulnerable species","BIRD","Birds","SVN","Slovenia","NBR","Number","0","Units",,,45,,
"THREATENED","Total number of threatened species","BIRD","Birds","SVN","Slovenia","NBR","Number","0","Units",,,105,,
"ENDANGERED_IND","Number of endangered indigenous species","BIRD","Birds","SVN","Slovenia","NBR","Number","0","Units",,,43,,
"CRITICAL_IND","Number of critically endangered indigenous species","BIRD","Birds","SVN","Slovenia","NBR","Number","0","Units",,,17,,
"VULNERABLE_IND","Number of vulnerable indigenous species","BIRD","Birds","SVN","Slovenia","NBR","Number","0","Units",,,45,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,1085,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,1080,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,20,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,9,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,31,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,60,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,20,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,9,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","AUS","Australia","NBR","Number","0","Units",,,31,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","AUT","Austria","NBR","Number","0","Units",,,14,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","AUT","Austria","NBR","Number","0","Units",,,14,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","AUT","Austria","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","AUT","Austria","NBR","Number","0","Units",,,3,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","AUT","Austria","NBR","Number","0","Units",,,3,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","AUT","Austria","NBR","Number","0","Units",,,9,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","AUT","Austria","NBR","Number","0","Units",,,3,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","AUT","Austria","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","AUT","Austria","NBR","Number","0","Units",,,3,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","BEL","Belgium","NBR","Number","0","Units",,,10,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","BEL","Belgium","NBR","Number","0","Units",,,7,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","BEL","Belgium","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","BEL","Belgium","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","BEL","Belgium","NBR","Number","0","Units",,,4,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","BEL","Belgium","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","BEL","Belgium","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","CAN","Canada","NBR","Number","0","Units",,,45,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","CAN","Canada","NBR","Number","0","Units",,,43,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","CAN","Canada","NBR","Number","0","Units",,,9,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","CAN","Canada","NBR","Number","0","Units",,,16,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","CAN","Canada","NBR","Number","0","Units",,,29,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","CAN","Canada","NBR","Number","0","Units",,,9,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","CAN","Canada","NBR","Number","0","Units",,,16,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","CZE","Czech Republic","NBR","Number","0","Units",,,13,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","CZE","Czech Republic","NBR","Number","0","Units",,,12,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","CZE","Czech Republic","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","CZE","Czech Republic","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","CZE","Czech Republic","NBR","Number","0","Units",,,3,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","CZE","Czech Republic","NBR","Number","0","Units",,,7,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","DNK","Denmark","NBR","Number","0","Units",,,8,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","DNK","Denmark","NBR","Number","0","Units",,,8,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","DNK","Denmark","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","DNK","Denmark","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","DNK","Denmark","NBR","Number","0","Units",,,1,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","FIN","Finland","NBR","Number","0","Units",,,6,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","FIN","Finland","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","FIN","Finland","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","FIN","Finland","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","FIN","Finland","NBR","Number","0","Units",,,1,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","FRA","France","NBR","Number","0","Units",,,38,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","FRA","France","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","FRA","France","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","FRA","France","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","FRA","France","NBR","Number","0","Units",,,9,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","DEU","Germany","NBR","Number","0","Units",,,13,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","DEU","Germany","NBR","Number","0","Units",,,13,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","DEU","Germany","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","DEU","Germany","NBR","Number","0","Units",,,4,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","DEU","Germany","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","DEU","Germany","NBR","Number","0","Units",,,9,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","DEU","Germany","NBR","Number","0","Units",,,3,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","DEU","Germany","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","DEU","Germany","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","GRC","Greece","NBR","Number","0","Units",,,66,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","GRC","Greece","NBR","Number","0","Units",,,64,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","GRC","Greece","NBR","Number","0","Units",,,2,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","GRC","Greece","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","GRC","Greece","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","GRC","Greece","NBR","Number","0","Units",,,9,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","GRC","Greece","NBR","Number","0","Units",,,2,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","GRC","Greece","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","GRC","Greece","NBR","Number","0","Units",,,6,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","HUN","Hungary","NBR","Number","0","Units",,,15,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","HUN","Hungary","NBR","Number","0","Units",,,15,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","HUN","Hungary","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","HUN","Hungary","NBR","Number","0","Units",,,4,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","HUN","Hungary","NBR","Number","0","Units",,,4,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","IRL","Ireland","NBR","Number","0","Units",,,3,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","IRL","Ireland","NBR","Number","0","Units",,,2,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","IRL","Ireland","NBR","Number","0","Units",,,0,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","IRL","Ireland","NBR","Number","0","Units",,,0,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","IRL","Ireland","NBR","Number","0","Units",,,0,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","ITA","Italy","NBR","Number","0","Units",,,56,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","ITA","Italy","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","ITA","Italy","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","ITA","Italy","NBR","Number","0","Units",,,5,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","ITA","Italy","NBR","Number","0","Units",,,11,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","JPN","Japan","NBR","Number","0","Units",,,100,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","JPN","Japan","NBR","Number","0","Units",,,9,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","JPN","Japan","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","JPN","Japan","NBR","Number","0","Units",,,23,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","JPN","Japan","NBR","Number","0","Units",,,37,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","KOR","Korea","NBR","Number","0","Units",,,32,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","KOR","Korea","NBR","Number","0","Units",,,0,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","KOR","Korea","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","KOR","Korea","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","KOR","Korea","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","KOR","Korea","NBR","Number","0","Units",,,5,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","KOR","Korea","NBR","Number","0","Units",,,0,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","KOR","Korea","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","KOR","Korea","NBR","Number","0","Units",,,0,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","LUX","Luxembourg","NBR","Number","0","Units",,,6,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","LUX","Luxembourg","NBR","Number","0","Units",,,0,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","LUX","Luxembourg","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","LUX","Luxembourg","NBR","Number","0","Units",,,2,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","LUX","Luxembourg","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","MEX","Mexico","NBR","Number","0","Units",,,953,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","MEX","Mexico","NBR","Number","0","Units",,,522,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","MEX","Mexico","NBR","Number","0","Units",,,28,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","MEX","Mexico","NBR","Number","0","Units",,,0,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","MEX","Mexico","NBR","Number","0","Units",,,142,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","MEX","Mexico","NBR","Number","0","Units",,,170,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","MEX","Mexico","NBR","Number","0","Units",,,18,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","MEX","Mexico","NBR","Number","0","Units",,,0,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","MEX","Mexico","NBR","Number","0","Units",,,94,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,7,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,0,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,4,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","NLD","Netherlands","NBR","Number","0","Units",,,5,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","NZL","New Zealand","NBR","Number","0","Units",,,125,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","NZL","New Zealand","NBR","Number","0","Units",,,124,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","NZL","New Zealand","NBR","Number","0","Units",,,16,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","NZL","New Zealand","NBR","Number","0","Units",,,10,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","NZL","New Zealand","NBR","Number","0","Units",,,22,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","NOR","Norway","NBR","Number","0","Units",,,5,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","NOR","Norway","NBR","Number","0","Units",,,5,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","POL","Poland","NBR","Number","0","Units",,,12,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","POL","Poland","NBR","Number","0","Units",,,9,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","POL","Poland","NBR","Number","0","Units",,,1,,
"CRITICAL","Number of critically endangered species","REPTILE","Reptiles","POL","Poland","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","REPTILE","Reptiles","POL","Poland","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","REPTILE","Reptiles","POL","Poland","NBR","Number","0","Units",,,3,,
"ENDANGERED_IND","Number of endangered indigenous species","REPTILE","Reptiles","POL","Poland","NBR","Number","0","Units",,,1,,
"CRITICAL_IND","Number of critically endangered indigenous species","REPTILE","Reptiles","POL","Poland","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","REPTILE","Reptiles","POL","Poland","NBR","Number","0","Units",,,1,,
"TOT_KNOWN","Total number of known species","REPTILE","Reptiles","PRT","Portugal","NBR","Number","0","Units",,,49,,
"TOT_KNOWN_IND","Total number of indigenous known species","REPTILE","Reptiles","PRT","Portugal","NBR","Number","0","Units",,,32,,
"ENDANGERED","Number of endangered species","REPTILE","Reptiles","PRT","Portugal","NBR","Number","0","Units",,,4,,
